gene,dir,fdr,log2fc,neglog10_fdr,abs_log2fc,hit
HDAC3,neg,0.000225,-1.9595,3.6478174818886377,1.9595,True
ZBTB7B,neg,0.000225,-1.4922,3.6478174818886377,1.4922,True
ZC3H12A,neg,0.000225,-1.1337,3.6478174818886377,1.1337,True
NCOR2,neg,0.000225,-1.1135,3.6478174818886377,1.1135,True
CCNC,neg,0.000225,-0.78938,3.6478174818886377,0.78938,True
HIRA,neg,0.000225,-1.1016,3.6478174818886377,1.1016,True
PRKAR1A,neg,0.000225,-0.85812,3.6478174818886377,0.85812,True
ITPKB,neg,0.000225,-0.94231,3.6478174818886377,0.94231,True
TLE3,neg,0.000225,-1.1792,3.6478174818886377,1.1792,True
RBPJ,neg,0.000225,-1.5297,3.6478174818886377,1.5297,True
MTF1,neg,0.000225,-1.0683,3.6478174818886377,1.0683,True
GRB2,neg,0.000225,-0.85893,3.6478174818886377,0.85893,True
PFN1,neg,0.000225,-1.1524,3.6478174818886377,1.1524,True
C16orf72,neg,0.000225,-0.91205,3.6478174818886377,0.91205,True
GPS2,neg,0.000225,-0.99538,3.6478174818886377,0.99538,True
TBL1XR1,neg,0.000225,-1.3007,3.6478174818886377,1.3007,True
BRK1,neg,0.000225,-1.0504,3.6478174818886377,1.0504,True
UHRF1,neg,0.000225,-1.6346,3.6478174818886377,1.6346,True
IRF4,neg,0.000225,-1.4469,3.6478174818886377,1.4469,True
CREBBP,neg,0.000225,-1.1008,3.6478174818886377,1.1008,True
STK11,neg,0.000225,-0.93286,3.6478174818886377,0.93286,True
TSR3,neg,0.000646,-0.75919,3.1897674820049158,0.75919,True
TNRC18,neg,0.000952,-0.93992,3.0213630516155257,0.93992,True
CHD1,neg,0.000952,-0.72634,3.0213630516155257,0.72634,True
SIK3,neg,0.000952,-1.0074,3.0213630516155257,1.0074,True
BAZ1B,neg,0.001155,-0.99342,2.937418015771837,0.99342,True
NCKAP1L,neg,0.001155,-0.88128,2.937418015771837,0.88128,True
EED,neg,0.001155,-0.7999,2.937418015771837,0.7999,True
AIP,neg,0.001155,-1.1047,2.937418015771837,1.1047,True
FBXO42,neg,0.001392,-0.76914,2.8563607647254567,0.76914,True
JUNB,neg,0.001392,-0.82832,2.8563607647254567,0.82832,True
ANKRD17,neg,0.00225,-1.3719,2.6478174818886377,1.3719,True
ETS1,neg,0.002338,-1.4307,2.6311554931741785,1.4307,True
VAPA,neg,0.002338,-0.68812,2.6311554931741785,0.68812,True
CABIN1,neg,0.002338,-0.92788,2.6311554931741785,0.92788,True
CCDC6,neg,0.003077,-0.7922,2.511872503752542,0.7922,True
FUS,neg,0.003517,-0.66834,2.4538276316830574,0.66834,True
RAD51D,neg,0.004468,-0.61775,2.3498868355564286,0.61775,True
MCMBP,neg,0.004468,-0.97322,2.3498868355564286,0.97322,True
UBE2T,neg,0.004468,-0.63786,2.3498868355564286,0.63786,True
SPOP,neg,0.004597,-0.90113,2.3375254962496905,0.90113,True
UBE2N,neg,0.005872,-0.71872,2.231213953091986,0.71872,True
ARIH1,neg,0.006863,-0.75656,2.1634860011093284,0.75656,True
ZNF592,neg,0.007371,-0.75632,2.1324735888002566,0.75632,True
BHLHE40,neg,0.007426,-0.70999,2.12924505510986,0.70999,True
NCOR1,neg,0.008321,-0.87649,2.0798244779899773,0.87649,True
NMT1,neg,0.011416,-0.85853,1.9424860398934094,0.85853,True
MAP4K1,neg,0.011416,-0.69416,1.9424860398934094,0.69416,True
EDC4,neg,0.012328,-0.79549,1.9091073742896372,0.79549,True
RHOG,neg,0.012328,-0.84466,1.9091073742896372,0.84466,True
TNPO1,neg,0.013423,-0.57882,1.8721504098123618,0.57882,True
MGEA5,neg,0.022698,-0.75008,1.6440124083236123,0.75008,True
DSCC1,neg,0.024477,-0.8079,1.6112418121508953,0.8079,True
CUL3,neg,0.026733,-0.99368,1.5729523016124254,0.99368,True
SIGLEC8,neg,0.028907,-0.69742,1.5389969775459005,0.69742,True
DNMT1,neg,0.029787,-1.1447,1.5259732345846715,1.1447,True
KIAA0101,neg,0.029787,-0.57576,1.5259732345846715,0.57576,True
NAA30,neg,0.029787,-0.78906,1.5259732345846715,0.78906,True
TARDBP,neg,0.03303,-0.86359,1.481091426308586,0.86359,True
BIRC6,neg,0.03303,-0.45892,1.481091426308586,0.45892,True
IFNGR1,neg,0.037927,-0.62883,1.4210515083378883,0.62883,True
F8A1,neg,0.03874,-0.80085,1.411840383616908,0.80085,True
FAM89A,neg,0.044322,-0.77374,1.3533806505953696,0.77374,True
ZMYND8,neg,0.04808,-0.73901,1.3180355410053168,0.73901,True
DOCK2,neg,0.04808,-0.90334,1.3180355410053168,0.90334,True
SRSF5,neg,0.048544,-0.71295,1.3138644408933635,0.71295,True
TRAPPC13,pos,0.025116,0.94507,1.6000495256136886,0.94507,True
TRAPPC1,pos,0.038602,0.86207,1.4133901936064244,0.86207,True
MED19,pos,0.000505,1.3851,3.2967086218813386,1.3851,True
MED29,pos,0.027275,0.89671,1.5642352407396205,0.89671,True
TRAPPC3,pos,0.008322,1.1743,2.0797722885430714,1.1743,True
DYRK1A,pos,0.015745,1.1636,1.8028573350274373,1.1636,True
GPR89A,pos,0.038897,0.61136,1.4100838931135729,0.61136,True
TADA1,pos,0.00099,1.3027,3.00436480540245,1.3027,True
ITK,pos,0.036294,0.79836,1.4401651651090057,0.79836,True
SLC33A1,pos,0.042038,0.63813,1.3763579541477315,0.63813,True
SMARCD1,pos,0.001161,0.95769,2.935167780261426,0.95769,True
NFKB2,pos,0.012219,1.2667,1.91296433519434,1.2667,True
CLP1,pos,0.016465,1.0562,1.7834382649520735,1.0562,True
POLR2L,pos,0.045476,1.1114,1.3422177421884616,1.1114,True
MED6,pos,0.022696,0.92108,1.644050677212204,0.92108,True
ARIH2,pos,0.001268,0.64994,2.8968807464542863,0.64994,True
ALG13,pos,0.000121,2.0554,3.9172146296835497,2.0554,True
IPPK,pos,0.008136,0.91742,2.089589060085312,0.91742,True
MYC,pos,0.045476,0.97501,1.3422177421884616,0.97501,True
SMARCA4,pos,0.000121,1.8891,3.9172146296835497,1.8891,True
TTC14,pos,0.043516,0.88235,1.361351031916633,0.88235,True
MED21,pos,0.009436,0.98752,2.025212067786442,0.98752,True
MEN1,pos,0.043516,0.76642,1.361351031916633,0.76642,True
PAXBP1,pos,0.043094,0.7536,1.3655831926764874,0.7536,True
BCL7B,pos,0.014928,0.6611,1.8259983735975753,0.6611,True
PRKCSH,pos,0.000505,0.99391,3.2967086218813386,0.99391,True
TIAL1,pos,0.037012,0.8701,1.4316574465045744,0.8701,True
NXT1,pos,0.003886,0.84217,2.410497203736236,0.84217,True
RPRD2,pos,0.006526,0.75542,2.185352930548144,0.75542,True
POU2F1,pos,0.042841,0.69448,1.368140400365551,0.69448,True
ZC3H18,pos,0.024237,1.2199,1.6155211371491647,1.2199,True
TAF8,pos,0.004338,1.1864,2.3627104523218256,1.1864,True
NUS1,pos,0.010272,1.0414,1.9883449892752219,1.0414,True
KDM3B,pos,0.004496,1.1128,2.347173697438995,1.1128,True
PDPK1,pos,0.031017,0.93718,1.5084002099541312,0.93718,True
EIF3B,pos,0.004055,1.3628,2.3920091414528253,1.3628,True
NCOA3,pos,0.015229,0.93125,1.8173286133245214,0.93125,True
BRPF1,pos,0.001161,0.96652,2.935167780261426,0.96652,True
SMNDC1,pos,0.037027,0.7577,1.4314814739139754,0.7577,True
DOHH,pos,0.010272,0.79329,1.9883449892752219,0.79329,True
TRAPPC5,pos,0.046783,0.87158,1.3299119321277517,0.87158,True
PPP4C,pos,0.003862,0.91498,2.4131877305566243,0.91498,True
MED26,pos,0.025018,0.98599,1.6017474118161177,0.98599,True
NFRKB,pos,0.00332,1.0468,2.4788619162959638,1.0468,True
MED8,pos,0.004221,1.5234,2.374584647845592,1.5234,True
EIF3E,pos,0.042038,0.97459,1.3763579541477315,0.97459,True
MED28,pos,0.019838,0.76877,1.7025021140743015,0.76877,True
PDS5B,pos,0.003862,1.0714,2.4131877305566243,1.0714,True
CBFB,pos,0.003886,1.6959,2.410497203736236,1.6959,True
ZAP70,pos,0.00495,1.1352,2.305394801066431,1.1352,True
RNF40,pos,0.001161,1.1548,2.935167780261426,1.1548,True
FOXP1,pos,0.013962,0.94932,1.8550523663296263,0.94932,True
GTF2B,pos,0.033789,0.52772,1.4712246611670512,0.52772,True
SIAH2,pos,0.017582,0.71423,1.7549317242816005,0.71423,True
RNF7,pos,0.012902,0.77165,1.889342962441969,0.77165,True
PPRC1,pos,0.009649,0.93297,2.0155176935977375,0.93297,True
NMNAT1,pos,0.003396,0.80819,2.469032318428085,0.80819,True
MEAF6,pos,0.003862,1.5029,2.4131877305566243,1.5029,True
POLR2I,pos,0.026135,0.89379,1.5827774955662306,0.89379,True
PFDN2,pos,0.042038,1.0485,1.3763579541477315,1.0485,True
SUV420H1,pos,0.015639,0.9451,1.8057910203533185,0.9451,True
UAP1,pos,0.033333,0.80042,1.4771255976861963,0.80042,True
CCNH,pos,0.006404,1.2382,2.1935486767527377,1.2382,True
ZNHIT2,pos,0.005838,1.1802,2.2337359093480043,1.1802,True
KDM6B,pos,0.005913,0.8143,2.228192121000894,0.8143,True
PRMT5,pos,0.005876,0.82016,2.230918212881781,0.82016,True
STUB1,pos,0.039295,0.64537,1.4056627068906193,0.64537,True
PGK1,pos,0.049995,0.41479,1.3010734272837887,0.41479,True
RFT1,pos,0.046783,0.59483,1.3299119321277517,0.59483,True
TMEM203,pos,0.046702,0.58599,1.3306645204967358,0.58599,True
TRAF3,pos,0.036294,0.78545,1.4401651651090057,0.78545,True
DDX20,pos,0.043505,0.6217,1.3614608270080797,0.6217,True
HNRNPM,pos,0.038779,0.85554,1.4114033943311006,0.85554,True
PCID2,pos,0.042038,0.66196,1.3763579541477315,0.66196,True
SRRT,pos,0.007824,0.88732,2.106571158220455,0.88732,True
CTBP1,pos,0.039296,0.56627,1.4056516548749451,0.56627,True
RNF20,pos,0.026688,0.57956,1.5736839710423554,0.57956,True
ARID4B,pos,0.037906,0.71956,1.4212920417297652,0.71956,True
OGT,pos,0.034061,0.80784,1.4677426056950091,0.80784,True
TRIM28,pos,0.011857,0.84322,1.9260251801333415,0.84322,True
TOX,pos,0.033174,0.69006,1.4792021596776201,0.69006,True
CRLS1,pos,0.031252,0.46806,1.5051221843624614,0.46806,True
NELFCD,pos,0.029426,0.55555,1.5312687693646505,0.55555,True
G3BP1,pos,0.029426,0.54892,1.5312687693646505,0.54892,True
CXorf56,pos,0.028426,0.47997,1.5462842482992327,0.47997,True
GPN1,pos,0.028426,1.1,1.5462842482992327,1.1,True
SEC23B,pos,0.026477,0.48847,1.577131224566745,0.48847,True
EXOC1,pos,0.026135,0.70846,1.5827774955662306,0.70846,True
SIN3A,pos,0.026135,0.88533,1.5827774955662306,0.88533,True
SCAF8,pos,0.026135,0.69334,1.5827774955662306,0.69334,True
SMARCE1,pos,0.000893,1.4183,3.0491485411114536,1.4183,True
PHF6,pos,0.024853,0.61526,1.6046211801778458,0.61526,True
TAF6L,pos,0.024618,0.96375,1.6087472326494436,0.96375,True
RPAP2,pos,0.024312,0.77175,1.6141793129281135,0.77175,True
PLAGL2,pos,0.024312,0.5975,1.6141793129281135,0.5975,True
XPR1,pos,0.024237,0.74884,1.6155211371491647,0.74884,True
EIF3D,pos,0.022696,0.77237,1.644050677212204,0.77237,True
TAF12,pos,0.001107,1.3114,2.955852379121277,1.3114,True
SLC39A10,pos,0.020332,0.77446,1.691819898969334,0.77446,True
MED12,pos,0.011149,0.78791,1.952764084540319,0.78791,True
UBXN7,pos,0.018403,0.58606,1.7351113738793804,0.58606,True
SAP18,pos,0.018403,0.79893,1.7351113738793804,0.79893,True
KAT7,pos,0.000642,1.2859,3.192464971931147,1.2859,True
MED14,pos,0.015923,0.70494,1.7979751048959622,0.70494,True
CTDNEP1,pos,0.000768,1.0498,3.114638779968488,1.0498,True
TAF1,pos,0.015229,0.80148,1.8173286133245214,0.80148,True
PPP1R3F,pos,0.012219,0.56383,1.91296433519434,0.56383,True
PCGF1,pos,0.011149,0.71918,1.952764084540319,0.71918,True
DIS3,pos,0.010842,0.69293,1.9648905970554245,0.69293,True
SEC16A,pos,0.000893,1.1523,3.0491485411114536,1.1523,True
EIF5A,pos,0.008136,0.63994,2.089589060085312,0.63994,True
ORAI1,pos,0.007842,0.66231,2.105573162035812,0.66231,True
ARHGEF1,pos,0.007824,0.77307,2.106571158220455,0.77307,True
STAT5A,pos,0.001031,1.4174,2.9867413347164833,1.4174,True
ALG11,pos,0.003812,1.3103,2.4188471080337113,1.3103,True
APH1A,pos,0.005705,0.79204,2.2437443512457667,0.79204,True
AQP3,pos,0.005665,0.71531,2.246800085800584,0.71531,True
IARS2,pos,0.005431,0.85882,2.2651201972073727,0.85882,True
GADD45B,pos,0.005431,0.41791,2.2651201972073727,0.41791,True
TAF5,pos,0.005147,0.95424,2.2884458317498306,0.95424,True
SMARCD2,pos,0.005099,0.77211,2.292514988032526,0.77211,True
ALDOA,pos,0.004338,0.95242,2.3627104523218256,0.95242,True
DDOST,pos,0.000642,1.2849,3.192464971931147,1.2849,True
TDG,pos,0.003862,1.0148,2.4131877305566243,1.0148,True
MEPCE,pos,0.002534,0.89613,2.5961933894525777,0.89613,True
PCBP2,pos,0.002445,1.0518,2.611721136540361,1.0518,True
RNF113A,pos,0.001161,1.325,2.935167780261426,1.325,True
SERF2,pos,0.001161,0.98092,2.935167780261426,0.98092,True
WAS,pos,0.001107,0.7431,2.955852379121277,0.7431,True
GTF2A2,pos,0.001107,1.4202,2.955852379121277,1.4202,True
EP300,pos,0.001031,1.3324,2.9867413347164833,1.3324,True
GANAB,pos,0.001107,1.2092,2.955852379121277,1.2092,True
KMT2D,pos,0.00099,1.3224,3.00436480540245,1.3224,True
IKZF3,pos,0.000642,1.1048,3.192464971931147,1.1048,True
RFWD2,pos,0.000768,1.0057,3.114638779968488,1.0057,True
VPS72,pos,0.001031,0.80337,2.9867413347164833,0.80337,True
DNTTIP1,pos,0.001031,0.76182,2.9867413347164833,0.76182,True
TRAF2,pos,0.001031,1.1141,2.9867413347164833,1.1141,True
TRAPPC4,pos,0.001031,1.0078,2.9867413347164833,1.0078,True
CDC37,pos,0.001031,1.4567,2.9867413347164833,1.4567,True
SMARCC1,pos,0.00099,0.86786,3.00436480540245,0.86786,True
PSENEN,pos,0.00099,0.88201,3.00436480540245,0.88201,True
TANGO6,pos,0.000893,0.92519,3.0491485411114536,0.92519,True
CYLD,pos,0.000768,1.1626,3.114638779968488,1.1626,True
NCBP1,pos,0.000768,1.2138,3.114638779968488,1.2138,True
TAF2,pos,0.000642,1.3991,3.192464971931147,1.3991,True
BCL11B,pos,0.000642,0.96682,3.192464971931147,0.96682,True
TAF6,pos,0.000121,2.0488,3.9172146296835497,2.0488,True
NAB2,pos,0.000505,1.2404,3.2967086218813386,1.2404,True
TET2,pos,0.000323,1.5443,3.490797477668897,1.5443,True
DUSP4,pos,0.000323,1.0225,3.490797477668897,1.0225,True
PTPN2,pos,0.000323,0.65843,3.490797477668897,0.65843,True
KIDINS220,pos,0.000323,0.91913,3.490797477668897,0.91913,True
PHIP,pos,0.000323,1.0719,3.490797477668897,1.0719,True
NOSIP,pos,0.000121,0.83509,3.9172146296835497,0.83509,True
MED31,pos,0.000121,1.0506,3.9172146296835497,1.0506,True
RPRD1B,pos,0.000121,0.99999,3.9172146296835497,0.99999,True
MED11,pos,0.000121,1.7569,3.9172146296835497,1.7569,True
DPAGT1,pos,0.000121,0.94844,3.9172146296835497,0.94844,True
LCP2,pos,0.000121,1.6877,3.9172146296835497,1.6877,True
CDK12,pos,0.000121,1.0555,3.9172146296835497,1.0555,True
ALG1,pos,0.000121,1.4066,3.9172146296835497,1.4066,True
GFPT1,pos,0.000121,1.9104,3.9172146296835497,1.9104,True
DPF2,pos,0.000121,1.5488,3.9172146296835497,1.5488,True
GPN2,pos,0.000121,1.4386,3.9172146296835497,1.4386,True
SLC39A7,pos,0.000121,0.93,3.9172146296835497,0.93,True
ARMC7,pos,0.000121,1.3744,3.9172146296835497,1.3744,True
PGM3,pos,0.000121,1.4493,3.9172146296835497,1.4493,True
ARID1A,pos,0.000121,2.1139,3.9172146296835497,2.1139,True
UXT,pos,0.000121,1.3739,3.9172146296835497,1.3739,True
ALG2,pos,0.000121,2.1659,3.9172146296835497,2.1659,True
MED10,pos,0.000121,1.3364,3.9172146296835497,1.3364,True
PREB,pos,0.000121,1.6715,3.9172146296835497,1.6715,True
RPN2,pos,0.000121,1.7167,3.9172146296835497,1.7167,True
CD3E,pos,0.000121,1.444,3.9172146296835497,1.444,True
MED30,pos,0.000121,1.7138,3.9172146296835497,1.7138,True
DHX36,pos,0.000121,1.7248,3.9172146296835497,1.7248,True
GMPPB,pos,0.000121,1.6388,3.9172146296835497,1.6388,True
TMEM258,pos,0.000121,1.9438,3.9172146296835497,1.9438,True
MIDN,pos,0.000121,1.8743,3.9172146296835497,1.8743,True
CD3D,pos,0.000121,2.2775,3.9172146296835497,2.2775,True
TGFBR2,pos,0.000121,3.2522,3.9172146296835497,3.2522,True
SMAD4,pos,0.000121,2.5848,3.9172146296835497,2.5848,True
RPN1,pos,0.000121,2.3858,3.9172146296835497,2.3858,True
USO1,pos,0.000121,2.5978,3.9172146296835497,2.5978,True
STAT5B,pos,0.000121,2.4527,3.9172146296835497,2.4527,True
TGFBR1,pos,0.000121,3.6687,3.9172146296835497,3.6687,True
SMAD3,pos,0.000121,3.0596,3.9172146296835497,3.0596,True
DAD1,pos,0.000121,3.9063,3.9172146296835497,3.9063,True
SMARCB1,pos,0.000121,3.3875,3.9172146296835497,3.3875,True
FOXP3,pos,0.000121,3.0411,3.9172146296835497,3.0411,True
