gene,post_mean,lfdr,p_abs_ge_thr
AGPAT6,0.3593313923711829,0.0006720723356056711,0.7800041767900567
ALX1,-0.42245072877485323,1.3797788300687949e-09,0.9801259690260634
ANKRD65,-0.22408228871072375,0.06811228388992864,0.128282097831317
ANO10,0.30088900131661883,0.0006446081320011061,0.5055327834820214
AOC2,-0.32537963837389094,5.631446326092594e-05,0.6585789901134762
APH1A,0.38489890822304723,0.02264903919022113,0.7943412352448667
APOL4,0.1970034230926922,0.025781817247036407,0.027087608451889844
APOPT1,0.2483062017897462,0.09180769898609105,0.2515374576805258
ARID1A,0.6120432360901742,0.00013722589264517082,0.9949492749542111
ARID2,-0.2852558101543528,0.0005390191341400363,0.40317735371184416
ARMC7,1.202417955405052,0.0,1.0
ARR3,-0.23799857875866665,0.02493954612801465,0.16772731548350106
ASAH2B,0.2781923615313595,0.08970467205760427,0.39996800326181337
ASB13,-0.15004128701662936,0.08970467205760427,0.0006119857276130041
ASF1A,-0.4228599369682339,7.083347592807629e-07,0.9619138957899381
ATP6V1H,-0.2896497904061323,0.017757815647589624,0.44597821678377286
BCL11B,0.4658850480286691,0.005105783535637569,0.9321810816477387
BTBD16,-0.31180785720592086,0.029126963778855517,0.5549155181387491
C16orf72,-0.6167521232813931,7.449134614321028e-11,0.9999461868318262
C1orf158,-0.2448970444112845,0.03606445853649821,0.21080400884501466
C1orf216,0.24963727453078868,0.0005166454109627473,0.16839751829726957
CAND1,0.20762019664112255,0.005650291198216888,0.03211047707330528
CARM1,-0.4187330349834082,0.00015555825519342613,0.9223878140751538
CBLB,-0.36842437697864544,0.006833237910863959,0.7769821383028955
CCDC88C,0.26328418339554743,0.010268397653050057,0.28941551316224534
CD3D,0.6623312737156268,3.0438381429243044e-05,0.9983620785560602
CD3E,0.5385400857899917,0.0015386517421717213,0.9766067543318196
CDC25B,-0.21550957575353027,0.030317607411019364,0.07721051732986586
CDK12,0.5402627058413466,9.421745309888423e-05,0.9887276927032385
CEACAM20,-0.24622640961498377,0.034262204122934244,0.2164718221149955
CHD1,-0.3519918078701742,0.07414174295352208,0.6877619802169239
CHTF18,-0.3856674731222601,0.016852308289927207,0.8019629693742362
CLINT1,0.24320451000976492,0.014005340310065468,0.18217228376834405
CNIH1,0.20332706696672428,0.0651754362431762,0.054543365719325644
COL4A3,0.25157134338575593,0.06782646371810665,0.2592155139606107
COX14,0.15962886781298316,0.005831434508505945,0.00013148922503125604
CPN2,-0.29788551985468475,5.1718376719047763e-05,0.48507586223636157
CRAT,-0.21188980501299043,0.08999365778019847,0.08984101115443521
CRTC2,0.36657932268383275,0.00755737478467921,0.7702059690327993
CSNK2A1,0.5068637330921701,5.8550955843061914e-05,0.9835616713954638
CTDNEP1,0.4400544326574155,0.008276345744190184,0.9012177898945591
CXorf56,0.32634417818835953,0.016467536804545442,0.6214914044288623
CYLD,0.3779976018240603,0.09093463145296522,0.7468215289006359
CYP2D6,-0.13465597229120696,0.008969718303441182,3.936117920684895e-07
DAD1,1.1740399465314177,0.0,0.9999999999995871
DAXX,-0.3176449522963938,0.06380394877132858,0.5744926939691801
DAZAP1,0.2828623156584354,0.0005999291124785882,0.3876059612703515
DCAF16,0.22439598439155523,0.05217078451661157,0.12190140400024073
DEFA5,-0.28234566940333405,0.011146135765933653,0.4024351218683885
DHDDS,0.3643445438551861,0.015220128341910066,0.7520334579649316
DHX36,1.0383194395568451,0.0,0.9999999999999999
DNM1,-0.14174333599007638,0.0713846594054316,0.00010121249762930005
DNTTIP1,0.413236407160524,0.016467536804545442,0.8529807011516609
DOCK8,-0.504998476998238,8.37373900426989e-07,0.9930970085944522
DPAGT1,0.39674687823366767,0.025215258216349838,0.8159836195929833
DRAP1,-0.2923279186099316,0.02976918976055731,0.46196129051462886
DYNLL1,-0.37046316002277774,0.00066476784637777,0.8134961184735379
EDC4,-0.3931613127435903,0.0071877139279690775,0.8336087966138885
EIF3F,0.30847331908702524,0.09367788232303476,0.5350670080850567
EIF3I,0.4175955282720067,0.005206847155944569,0.88066187358477
ENDOD1,-0.25180929318927187,7.634685185046505e-05,0.1611379392962709
EP300,0.602721528909672,2.0967087767166562e-05,0.9969573951837806
ERI3,0.23459536589075813,0.06811228388992864,0.1752129335682172
ETS1,-0.7168519774782649,5.870970618631929e-10,0.9999871172250345
EVI2B,0.23068247821612783,0.014773834389216305,0.12266803195533149
EXOC1,0.3523863654698115,0.06380394877132858,0.6923979868895027
EXOC3L2,0.23539869091607396,0.028304182237446816,0.15785270324362505
EXOSC10,0.34014444361863155,0.08425942378814977,0.6498731365587639
EXOSC5,0.3168143961339431,0.01947887515100663,0.5793642370560055
F8A1,-0.37346612009357755,0.03958589579587475,0.7570853653320276
FAM200B,-0.2765767342710549,3.669039903030591e-07,0.29919453450528655
FAM208A,-0.17256707764399576,0.009762740943353805,0.0015742028103769296
FANCD2,-0.4219182207996161,0.0022373684224252454,0.8983908723653563
FASTKD3,-0.2644661378616256,0.011146135765933653,0.29780440229764565
FBXO42,-0.5230282922883875,7.186606307479492e-06,0.9922330483231848
FLCN,0.36901706998473843,0.000546487993424482,0.8121608428126132
FOXP3,1.388064784166783,0.0,1.0
FSHB,0.23445424641269358,2.3374390423214208e-09,0.025071187726850463
GADD45B,0.3480051754557868,0.0005999291124785882,0.7421679393428823
GANAB,0.38084963015229073,0.09250541793462701,0.7522210013350993
GAPT,0.19961621060215137,0.0033383527045925767,0.015214939306494424
GFER,0.49477873264969074,0.0,0.9999159616219496
GGNBP2,-0.3001730628489212,0.022913832239829297,0.5008556863992234
GMPPB,0.7487551374687382,8.29832981157054e-09,0.9999779582631201
GPN1,0.380774466266768,0.07701417136108002,0.7577349204066872
GPR153,0.24632548160364667,5.280478703177896e-05,0.12600069000809955
GPR83,-0.19437708998759995,0.08765992850273512,0.038767402125731314
GRB2,-0.621252635383179,9.41962954342787e-12,0.9999742008962548
GRM4,-0.25845647284614304,0.08380628528723164,0.299882166794889
GTF2B,0.3261297559265931,0.09250541793462701,0.6015325163954789
GYLTL1B,-0.23740247056054437,0.06811228388992864,0.18867825791420906
H3F3B,-0.4381677297634486,2.6615163771109575e-07,0.976199360771122
HIRA,-0.3912630092130914,0.08970467205760427,0.7743012930082559
HNRNPD,0.24867733086873312,0.09575397879968552,0.25474677582735966
HNRNPF,-0.3044634414571359,0.03223808599744225,0.5211023578185958
HSCB,-0.34235910521618573,0.0006720723356056711,0.7185721209755228
HSP90B1,0.2489514357067025,0.06380394877132858,0.24411829835772653
HTR1D,-0.2780735656420662,0.05883252603742357,0.39393369422232727
IARS2,0.41413939555989504,0.01332331828608515,0.8587807623450745
ICE1,0.289858062574126,0.06380394877132858,0.45290709060007595
IKZF3,0.45157912473742257,0.006811227275746701,0.9159308959084547
ITGA6,-0.2802701294184333,0.06426561669911186,0.4060488011761617
ITPKB,-0.5568919012869504,1.7959188358599426e-06,0.9969135108200735
JAGN1,-0.18607691587166292,0.07773948147836435,0.021943164978823537
KANSL2,0.3323066659331013,5.416754015592002e-05,0.6950760873375416
KAT7,0.4727306507210646,0.004742564629108734,0.9381006097787427
KCNJ14,-0.23573023309807603,0.07041880822009747,0.18173558658552585
KCNT2,-0.2718216866248359,0.07701417136108002,0.3662859859056474
KCP,-0.2376351414809527,0.09250541793462701,0.1996959463515312
KDM6B,0.36154732174116333,0.0651754362431762,0.7168681663640672
KIDINS220,0.5108577182022593,3.46971194137359e-05,0.986356151575247
KMT2A,0.39224877722704765,2.9084106268002225e-05,0.897419074137391
KMT2D,0.6123444710405355,3.1866137404912287e-06,0.9985446117192508
KNSTRN,-0.2059695970991066,0.07417429831777747,0.06524661619451086
KRT4,-0.31520355422470664,0.06707188477428107,0.564351935967706
LBH,-0.21930318750121724,0.05883252603742357,0.10469073279709484
LINC00452,-0.2842602220751919,0.0005166454109627473,0.3961396888987405
LIPT1,-0.23139849228412887,0.05217078451661157,0.152606181780838
LRP12,-0.2752087441215087,0.019961200901667527,0.3672209012979419
LRRC71,-0.3979952478365222,0.0005166454109627473,0.8792755891815258
LRRC8A,0.31697529241611266,0.016467536804545442,0.5812192398557152
LYPLA2,-0.32571005088046107,0.004739728641676134,0.6303056108696811
MAGED2,-0.2515223487547684,0.04703046594809302,0.25056035378914965
MAML2,0.2609107977141406,0.0636606170315759,0.3059835147618213
MED10,0.4695157667466309,0.013144239915282104,0.9208067934346138
MED12,0.522161233954044,3.523206421363057e-07,0.9959926125721228
MED14,0.343815108026946,0.08251518179111232,0.6616175157269937
MED30,0.4257296640640883,0.08094651403286252,0.8335694720944291
MED31,0.4054001288133979,0.05737642207319691,0.8133728699531201
MEIOB,-0.21691936046557472,0.0038965788283958427,0.051176951405127125
MFAP5,-0.25944317250241683,0.06811228388992864,0.3003988742141307
MGEA5,-0.43134142773139666,0.0005390191341400363,0.9256226691140153
MIDN,0.4996464023257804,0.008906119937635789,0.9461549731227049
MOGS,0.2237043301130441,0.08970467205760427,0.13541257328061768
MRC1,0.23694400599825013,0.04435718941302971,0.1752166190299929
MRM1,0.23281211594039417,0.014234779473663398,0.1315984253255238
MRPS27,0.2696265917547673,0.03223808599744225,0.3421546226559819
MSL2,0.3095736313985134,0.05762405936737866,0.5421426136729984
MTA2,-0.3633691598746871,0.00024409271712892212,0.8046645699846129
MTF1,-0.583825940515563,3.21161301049977e-06,0.9977030110323395
MTRNR2L1,-0.2062564579855404,0.05879560711936027,0.06029359950251247
NAB2,0.45464991806208604,0.013968057906401373,0.9069308924745902
NCBP1,0.547285374028795,0.00013722589264517082,0.9886484960982118
NDUFB11,0.294471023759846,0.06707188477428107,0.4748544248495813
NELFCD,0.4227491243067082,1.3778101311582957e-05,0.9465518925157355
NFKBID,0.3920511773942676,2.5583433937054816e-05,0.8983374393287035
NMNAT1,0.3508543176948359,0.08970467205760427,0.68034048982283
NOSIP,0.6525717465225619,0.0,0.9999999509671561
NPAP1,0.17667504381076868,0.04507438814258152,0.007237164532857165
NPDC1,-0.22574943389092866,0.08514023235014766,0.1419659316838111
NUP188,0.28664664641810295,0.03735505818940869,0.43412197605733144
NUP43,0.27828344185001563,0.0261419176080528,0.3870540595456242
NUTM1,-0.32651799647474533,2.468073917140343e-05,0.6703483507336723
NXT1,0.34586797694413396,0.09006373786104803,0.6655276135969638
OLA1,-0.32634519726670314,0.021253070516022283,0.6187140688942506
OR13C5,0.2564350308429541,0.01707815283924169,0.2585072872531769
OR1A2,-0.1517094860029747,0.00046807408289160067,1.4380759507950336e-06
OR2AG2,-0.2887474918233097,0.00013220320091492473,0.4219059569053434
OR5M9,0.26455081208169057,0.055456436702566725,0.32250626181807673
OR6M1,-0.25706678472708866,0.07254065185917911,0.28948353475311084
OR6T1,-0.27275148544691374,0.0010233445191688173,0.3235640271848116
OTUD5,-0.3338738115195879,0.014128230268596418,0.6531009389531315
PAQR3,-0.21420069866708077,0.055456436702566725,0.08424211898513584
PCBP2,0.3842537583935502,0.06811228388992864,0.7687391941852618
PCDHGA2,0.35126786510444524,6.268564238678309e-05,0.7765746844363628
PDGFB,0.2625912850366526,0.07701417136108002,0.31933976177029255
PDLIM1,-0.2358510353474242,0.0107562322163072,0.14057002746061953
PFN1,-0.46273051040485447,0.004719720079040714,0.9309908551126144
PGBD5,-0.23184005610051464,0.05883252603742357,0.15785141149556553
PHF6,0.4364535688029799,0.0001528451530143061,0.9416877334440359
PHIP,0.6554726276289327,3.934531430819074e-10,0.9999623340681074
PIGT,-0.28439909187059376,0.016467536804545442,0.41684097846859375
PIK3R1,0.40534139328195534,0.0008590546158864206,0.8851043074206695
PLAGL2,0.31985328751155767,0.09250541793462701,0.5789893259618892
POU2F2,0.29761282918928755,0.08829048424092775,0.48962364327650165
PPP1R3F,0.4572381616447019,5.864044603433946e-11,0.9954423558726574
PPP2R5C,-0.31395931215356565,0.025198612081391555,0.5652151023248808
PREB,0.5622728001252997,0.0005166454109627473,0.9868624730119991
PRKAR1A,-0.5856239577468189,6.000731238522591e-10,0.9997871791931935
PRRG2,0.23377235915778502,0.025595539320360003,0.14817661361415183
PRSS58,-0.253567262569526,0.03447962730996414,0.2556888686023204
PSD4,-0.20816651054767246,0.008906119937635789,0.03787712175384297
PSEN1,0.2979604590388436,0.035098274678808224,0.4902244812002419
PSIP1,0.2862973347679701,0.03198407399235333,0.4313322134029148
PSMC2,0.4248843113732461,5.950916480578094e-07,0.9643713306012948
PSPH,0.17195199877911627,0.08970467205760427,0.008044662306045058
PTPN2,0.37740058299955553,0.006273727076108864,0.8013309284008785
PZP,-0.18815232952284383,0.08281298336331094,0.025988650150696263
RAB5A,-0.3485374377406337,1.3667257317542187e-05,0.7805673305325413
RCAN3,-0.2948825941953016,0.04435718941302971,0.4757154113327414
RCE1,-0.30728666857973413,0.0006446081320011061,0.544300494972445
RFWD2,0.5333568637149568,0.00011765723119966746,0.9869399088565612
RICTOR,0.37136948028202277,0.004996216524986349,0.79010101115847
RMND5A,-0.2676614068235534,0.015220128341910066,0.3206576755634212
RNF169,-0.25923628219117234,0.019287859202916133,0.27626069479086746
RNF20,0.5005160907937035,0.0,0.9999867370566449
RNF225,0.2720087516016409,0.0071877139279690775,0.33701429214404366
RORC,0.3291541941982419,0.021253070516022283,0.6299009352656733
SBNO2,0.3417128274178082,0.00533756271575689,0.6948212370106668
SDK2,-0.20402534839284747,0.02089028966323687,0.038816194249365575
SEC23IP,0.33524274177686386,0.01039737194799009,0.6619365372659606
SEMA7A,0.17798422840760764,0.0062194140348816,0.0023110113145181632
SERF2,0.45190275674437336,0.0062194140348816,0.9175212843403422
SERINC2,-0.22748545332913672,0.059108174031724706,0.13869803301115924
SERPINA1,0.25502029652474684,0.08970467205760427,0.28400863350403166
SH3TC1,0.23826449084317533,5.280478703177896e-05,0.08651341992043615
SIN3A,0.3916608042008767,0.020966558423363243,0.8098445137243552
SIX2,-0.2569046983223301,0.0132253637623192,0.25629543998932824
SLC12A6,0.2188917996719797,0.09006373786104803,0.11609769313934908
SLC1A5,0.251483766374807,0.011803120670659695,0.22391372120519082
SLC2A6,-0.2287722612818979,0.08970467205760427,0.1573038951445554
SLC37A4,-0.22635327006466327,0.07648027668005783,0.14142812733666538
SLC39A7,0.38041551693225556,0.08798772393101219,0.7536383193600205
SLC6A3,-0.26100154131798453,0.030674121552404034,0.2938808800836693
SMAD3,0.6993249526686992,2.581170948457373e-05,0.999001439379493
SMARCC2,0.2442013525796588,0.08798772393101219,0.22917599806221864
SNX16,-0.1776885216405384,0.06890127091815557,0.010717740300650456
SPATA2,-0.2779801275265437,0.03976336280054713,0.3895655174397706
SPATA31C1,-0.30416617991780553,0.004013008795308662,0.5232444632168453
SPINK1,-0.2118394717057471,0.00029524677844336135,0.021092013207600315
SPTY2D1,-0.2801491228011669,0.018049398948048183,0.3939860681038695
SRRD,-0.2936599887180385,0.055977274220794175,0.4704492824885584
SSH1,-0.22660259189677054,0.00987962280269401,0.09802590363851188
STAT5B,0.5592066385254719,0.0026593750553247377,0.9783851916495848
SYNCRIP,-0.35922312721500615,0.059108174031724706,0.7128781227372408
SYNGR3,-0.24406011675829908,0.07254065185917911,0.22324584837856426
SYT7,-0.29201693522217115,0.06812072209472722,0.4635585457635853
SYVN1,0.551386452649353,0.0,0.9999893329769985
TAF12,0.40353093328775996,0.0651754362431762,0.806374304160672
TAF6,0.4753563276885301,0.017320612054135685,0.9200036206244855
TANGO6,0.39619096856986724,0.05737642207319691,0.7971754353077859
TARDBP,-0.3577752501394196,0.08251518179111232,0.7013845417471428
TBC1D10C,-0.3047076704170294,0.07417429831777747,0.5204025327589609
TBL1XR1,-0.4321270877652719,0.034280386129296375,0.8637669829450125
TDG,0.5463426810152427,3.71718660223805e-06,0.9955438333115529
TET2,0.49461064329675136,0.005267268313008703,0.9499614734521594
TKT,-0.24436221348785364,5.1718376719047763e-05,0.1151822045156839
TLE3,-0.692919459381082,8.29832981157054e-09,0.9999440807355805
TLN1,-0.3262871072009202,0.0018150382807994797,0.6400497724652024
TMEM203,0.34359136266589746,0.032543120576814986,0.6763166552905947
TMEM258,0.7888386334874075,1.3946192504925803e-09,0.9999943528486734
TMEM55A,-0.23697973045578505,0.016879794139748078,0.1549416794471486
TNRC18,-0.5990251481101709,9.636585161422937e-10,0.9998215264318965
TRAF2,0.4458805527663425,0.0107562322163072,0.9025639903610517
TRAPPC4,0.6499038573740061,3.1370858048026445e-10,0.9999612288713287
TRERF1,-0.2420807341524835,0.08970467205760427,0.21990949951031924
TRIM49C,-0.3185916640117767,0.0008037908890297771,0.6066519633161932
TRMT1,-0.2621683634877737,1.5786053161109078e-05,0.2128481456157708
TRMT6,-0.21487189861486208,0.00755737478467921,0.0533328300555922
TSR3,-0.5145419456922653,8.37373900426989e-07,0.9943152111220181
TTPAL,-0.1683322761727762,0.02037022629297758,0.0016393712573131093
TTYH1,-0.19730750573843345,0.016467536804545442,0.023073080057796555
UBXN7,0.34976680229709006,0.03171998953669762,0.6966414543755943
UCN2,-0.2966281871028341,0.001098316846364453,0.4793195409600232
UHRF1,-0.5088511361865327,0.00301543856733328,0.9622714518047605
USO1,0.6874181767696759,1.5786053161109078e-05,0.9990684334756466
USP13,0.28743004307990183,0.0758096986815282,0.44255030270245843
USP48,0.3549319496763718,7.378586761875716e-08,0.8422264781672
USP53,-0.3954993062378756,2.0243280193227096e-05,0.9068008782993002
UXT,0.5049770735463864,0.0031929961993314823,0.9601146348719202
VPS37D,-0.2657182677272786,4.945133449130323e-06,0.229189554040634
VRK1,0.3216766001002286,0.008560550347485086,0.607247676165609
WAS,0.4035896659383934,0.00987962280269401,0.8472020867502337
WDR73,0.2915822205217371,0.037752670613981035,0.45910684184653405
WT1,-0.26751146154098177,0.029126963778855517,0.3289711401776889
YBX1,-0.35458233699884645,0.09367788232303476,0.6890384915201675
YME1L1,0.25311052175405835,0.07021952914346062,0.26833545996526786
ZBTB7B,-0.8313665214560294,1.5581004840917557e-13,0.999999951280688
ZBTB9,0.2037894767799612,0.009762740943353805,0.02954426390801934
ZC3H12A,-0.4797954050454539,0.0026285414796690036,0.9490900327895418
ZNF143,0.2784385076791062,0.010283709954945392,0.37901537834843707
ZNF148,-0.3307945295224887,0.05318363509566398,0.6260278860249098
ZNF384,-0.45901866537473723,0.0010617338920992294,0.9433863911808347
ZNF644,-0.32665795021642374,0.0001180854858995824,0.6607795456663818
ZNF707,0.3299117290608937,7.077871819552131e-06,0.6967727494671916
ZNF814,0.2335992676674995,0.0038405268079239954,0.11238729397249436
ZRSR2,0.30355018012561874,0.09320783137917865,0.5149599603075855
ZSCAN23,-0.22496396104334382,0.05052346050252676,0.12356413797958915
